SN    USVID    CurTime    simTime    CurX    CurY    CurVel      CurYaw   
0  208  2025-06-12 22-09-58  0  17240  4.89843e-16  192  2672
1  208  2025-06-12 22-09-58  1.6  17248  9.80214e-16  192.086  2672
2  208  2025-06-12 22-09-58  3.2  17256  1.47111e-15  192.173  2672
3  208  2025-06-12 22-09-58  4.8  17264.1  1.96254e-15  192.259  2672
4  208  2025-06-12 22-09-58  6.4  17272.1  2.4545e-15  192.345  2672
5  208  2025-06-12 22-09-58  8  17280.1  2.94698e-15  192.432  2672
6  208  2025-06-12 22-09-58  9.6  17288.2  3.44e-15  192.518  2672
7  208  2025-06-12 22-09-58  11.2  17296.2  3.93354e-15  192.604  2672
8  208  2025-06-12 22-09-58  12.8  17304.3  4.42761e-15  192.691  2672
9  208  2025-06-12 22-09-58  14.4  17312.4  4.92221e-15  192.777  2672
10  208  2025-06-12 22-09-58  128  17320.5  5.41734e-15  192.863  2672
11  208  2025-06-12 22-09-58  129.6  17328.6  5.913e-15  192.95  2672
12  208  2025-06-12 22-09-58  131.2  17336.7  6.40919e-15  193.036  2672
13  208  2025-06-12 22-09-58  132.8  17344.8  6.9059e-15  193.122  2672
14  208  2025-06-12 22-09-58  134.4  17352.9  7.40314e-15  193.209  2672
15  208  2025-06-12 22-09-58  136  17361  7.90092e-15  193.295  2672
16  208  2025-06-12 22-09-58  137.6  17369.2  8.39922e-15  193.381  2672
17  208  2025-06-12 22-09-58  139.2  17377.3  8.89805e-15  193.468  2672
18  208  2025-06-12 22-09-58  140.8  17385.5  9.3974e-15  193.554  2672
19  208  2025-06-12 22-09-58  142.4  17393.6  9.89729e-15  193.64  2672
20  208  2025-06-12 22-09-58  144  17401.8  1.03977e-14  193.727  2672
21  208  2025-06-12 22-09-58  145.6  17410  1.08986e-14  193.813  2672
22  208  2025-06-12 22-09-58  147.2  17418.2  1.14001e-14  193.899  2672
23  208  2025-06-12 22-09-58  148.8  17426.4  1.19021e-14  193.986  2672
24  208  2025-06-12 22-09-58  150.4  17434.6  1.24047e-14  194.072  2672
25  208  2025-06-12 22-09-58  152  17442.8  1.29077e-14  194.158  2672
26  208  2025-06-12 22-09-58  153.6  17451  1.34113e-14  194.245  2672
