SN    USVID    CurTime    simTime    CurX    CurY    CurVel      CurYaw   
0  176  2025-06-14 16-23-29  0  16040  14512  192  2672
1  176  2025-06-14 16-23-29  1.6  16048.3  14511.9  194.878  2677.62
2  176  2025-06-14 16-23-29  3.2  16056.9  14511.8  197.704  2683.17
3  176  2025-06-14 16-23-29  4.8  16065.7  14511.7  200.479  2688.67
4  176  2025-06-14 16-23-29  6.4  16074.8  14511.5  203.204  2694.1
5  176  2025-06-14 16-23-29  8  16084.2  14511.2  205.881  2699.48
6  176  2025-06-14 16-23-29  9.6  16093.9  14510.8  208.509  2704.79
7  176  2025-06-14 16-23-29  11.2  16103.8  14510.4  211.09  2710.05
8  176  2025-06-14 16-23-29  12.8  16113.9  14509.9  213.624  2715.24
9  176  2025-06-14 16-23-29  14.4  16124.3  14509.4  216.113  2720.38
10  176  2025-06-14 16-23-29  128  16134.9  14508.8  218.557  2725.46
11  176  2025-06-14 16-23-29  129.6  16145.8  14508.1  220.957  2730.48
12  176  2025-06-14 16-23-29  131.2  16156.9  14507.3  223.314  2735.44
13  176  2025-06-14 16-23-29  132.8  16168.2  14506.5  225.629  2740.34
14  176  2025-06-14 16-23-29  134.4  16179.8  14505.5  227.902  2745.19
15  176  2025-06-14 16-23-29  136  16191.6  14504.5  230.134  2749.97
16  176  2025-06-14 16-23-29  137.6  16203.6  14503.5  232.326  2754.7
17  176  2025-06-14 16-23-29  139.2  16215.7  14502.3  234.478  2759.37
18  176  2025-06-14 16-23-29  140.8  16228.1  14501  236.592  2763.98
19  176  2025-06-14 16-23-29  142.4  16240.7  14499.7  238.668  2768.53
20  176  2025-06-14 16-23-29  144  16253.5  14498.3  240.706  2773.03
21  176  2025-06-14 16-23-29  145.6  16266.5  14496.8  242.708  2777.47
22  176  2025-06-14 16-23-29  147.2  16279.7  14495.2  244.674  2781.85
23  176  2025-06-14 16-23-29  148.8  16293  14493.5  246.604  2786.18
24  176  2025-06-14 16-23-29  150.4  16306.6  14491.8  248.5  2790.44
25  176  2025-06-14 16-23-29  152  16320.3  14489.9  250.361  2794.66
26  176  2025-06-14 16-23-29  153.6  16334.2  14488  252.189  2798.81
27  176  2025-06-14 16-23-29  155.2  16348.2  14486  253.984  2802.91
28  176  2025-06-14 16-23-29  156.8  16362.5  14483.9  255.747  2806.96
29  176  2025-06-14 16-23-29  158.4  16376.8  14481.7  257.479  2810.95
30  176  2025-06-14 16-23-29  160  16391.4  14479.4  259.179  2814.88
31  176  2025-06-14 16-23-29  161.6  16406.1  14477  260.848  2818.76
32  176  2025-06-14 16-23-29  163.2  16420.9  14474.6  262.488  2822.58
33  176  2025-06-14 16-23-29  164.8  16435.9  14472  264.098  2826.35
34  176  2025-06-14 16-23-29  166.4  16451  14469.4  265.679  2830.06
35  176  2025-06-14 16-23-29  168  16466.3  14466.6  267.231  14033.7
36  176  2025-06-14 16-23-29  169.6  16481.8  14463.8  268.756  14037.3
37  176  2025-06-14 16-23-29  171.2  16497.3  14460.9  270.253  14040.9
38  176  2025-06-14 16-23-29  172.8  16513  14457.9  271.724  14044.4
39  176  2025-06-14 16-23-29  174.4  16528.8  14454.9  1393.17  14047.8
40  176  2025-06-14 16-23-29  176  16544.8  14451.7  1394.59  14051.2
41  176  2025-06-14 16-23-29  177.6  16560.8  14448.5  1395.98  14054.6
42  176  2025-06-14 16-23-29  179.2  16577  14445.1  1397.35  14057.9
43  176  2025-06-14 16-23-29  180.8  16593.4  14441.7  1398.69  14061.1
44  176  2025-06-14 16-23-29  182.4  16609.8  14438.2  1400.01  14064.3
45  176  2025-06-14 16-23-29  184  16626.3  14434.7  1401.3  14067.4
46  176  2025-06-14 16-23-29  185.6  16643  14431  1402.57  14070.5
47  176  2025-06-14 16-23-29  187.2  16659.8  14427.2  1403.82  14073.5
48  176  2025-06-14 16-23-29  188.8  16676.6  14423.4  1405.05  14076.5
49  176  2025-06-14 16-23-29  190.4  16693.6  14419.5  1406.25  14079.4
50  176  2025-06-14 16-23-29  192  16710.7  14415.5  1407.43  14082.3
51  176  2025-06-14 16-23-29  193.6  16727.9  14411.4  1408.6  14085.1
52  176  2025-06-14 16-23-29  195.2  16745.2  14407.3  1409.74  14087.9
53  176  2025-06-14 16-23-29  196.8  16762.5  14403.1  1410.86  14090.6
54  176  2025-06-14 16-23-29  198.4  16780  14398.8  1411.96  14093.3
55  176  2025-06-14 16-23-29  200  16797.6  14394.4  1413.04  14096
56  176  2025-06-14 16-23-29  201.6  16815.2  14389.9  1414.1  14098.6
57  176  2025-06-14 16-23-29  203.2  16833  14385.4  1415.14  14101.1
58  176  2025-06-14 16-23-29  204.8  16850.8  14380.8  1416.16  14103.6
59  176  2025-06-14 16-23-29  206.4  16868.7  14376.1  1417.17  14106
60  176  2025-06-14 16-23-29  208  16886.7  14371.4  1418.15  14108.4
61  176  2025-06-14 16-23-29  209.6  16904.8  14366.6  1419.12  14110.8
62  176  2025-06-14 16-23-29  211.2  16923  14361.7  1420.07  14113.1
63  176  2025-06-14 16-23-29  212.8  16941.2  14356.7  1421  14115.3
64  176  2025-06-14 16-23-29  214.4  16959.5  14351.7  1421.92  14117.5
65  176  2025-06-14 16-23-29  216  16977.9  14346.6  1422.82  14119.7
66  176  2025-06-14 16-23-29  217.6  16996.4  14341.4  1423.71  14121.8
67  176  2025-06-14 16-23-29  219.2  17014.9  14336.2  1424.58  14123.9
68  176  2025-06-14 16-23-29  220.8  17033.5  14330.9  1425.43  14125.9
69  176  2025-06-14 16-23-29  222.4  17052.2  14325.6  1426.27  14127.9
70  176  2025-06-14 16-23-29  224  17070.9  14320.2  1427.09  14129.9
71  176  2025-06-14 16-23-29  225.6  17089.8  14314.7  1427.9  14131.8
72  176  2025-06-14 16-23-29  227.2  17108.6  14309.1  1428.69  14133.6
73  176  2025-06-14 16-23-29  228.8  17127.6  14303.5  1429.47  14135.4
74  176  2025-06-14 16-23-29  230.4  17146.6  14297.9  1430.23  14137.2
75  176  2025-06-14 16-23-29  232  17165.6  14292.2  1430.99  14139
76  176  2025-06-14 16-23-29  233.6  17184.7  14286.4  1431.72  14140.6
77  176  2025-06-14 16-23-29  235.2  17203.9  14280.6  1432.45  14142.3
78  176  2025-06-14 16-23-29  236.8  17223.2  14274.7  1433.16  14143.9
79  176  2025-06-14 16-23-29  238.4  17242.5  14268.8  1433.86  14145.5
80  176  2025-06-14 16-23-29  240  17261.8  14262.8  1434.54  14147
81  176  2025-06-14 16-23-29  241.6  17281.2  14256.7  1435.22  14148.5
82  176  2025-06-14 16-23-29  243.2  17300.7  14250.7  1435.88  14149.9
83  176  2025-06-14 16-23-29  244.8  17320.2  14244.5  1436.53  14151.4
84  176  2025-06-14 16-23-29  246.4  17339.7  14238.3  1437.17  14152.7
85  176  2025-06-14 16-23-29  248  17359.4  14232.1  1437.79  14154.1
86  176  2025-06-14 16-23-29  249.6  17379  14225.8  1438.41  14155.4
87  176  2025-06-14 16-23-29  251.2  17398.7  14219.5  1439.01  14156.6
88  176  2025-06-14 16-23-29  252.8  17418.5  14213.1  1439.61  14157.8
89  176  2025-06-14 16-23-29  254.4  17438.3  14206.7  1440.19  14159
90  176  2025-06-14 16-23-29  256  17458.1  14200.3  1440.76  14160.2
